Main CAT,Sub CAT,Class,Sub Class,Company,Brand,SKU Description,Year,Total Sellout,Data_Quality_Flag
Breakfast & Spreads,Cereals,Granola 1,Fruit & Berry Granola 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS GRANOLA COCOA&ALM250G,2026,43.043478,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Granola 1,Nutty Granola 1,شركة سعيد محمد عبيد بن زقر وشركاه المحدودة,Hanaa,HANAA OATS GRANOLA N.DLGH.400G,2026,26409.147774,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Granola 1,Fruit & Berry Granola 1,شركة سعيد محمد عبيد بن زقر وشركاه المحدودة,Hanaa,HANAA OATS GRANOLA T.FRTY.400G,2026,16652.60866299999,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Granola 1,Fruit & Berry Granola 1,شركة سعيد محمد عبيد بن زقر وشركاه المحدودة,Hanaa,HANAA OATS GRANOLA V.BRRY.400G,2026,21153.913002,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Granola 1,Fruit & Berry Granola 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA HONEY 350G,2026,19218.599675999994,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Granola 1,Fruit & Berry Granola 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA HONEY 600G,2026,20265.060802000015,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals,Fitness Cereal,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA CRANBERRIES&PUMPKIN SEEDS 350G,2026,40122.54714299999,whitespace_cleaned:Company|whitespace_cleaned:SKU Description|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals,Fitness Cereal,شركة نستله العربية السعودية,Nestle,NESTLE FIT.CRANBERY&SEEDS 450G,2026,1293.4956479999998,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals,Fitness Cereal,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA CHOCOLATE 350G,2026,65611.45977399999,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals,Fitness Cereal,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA CHOCOLATE 600G,2026,49723.73026900002,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals,Fitness Oats Cereals,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS OATS&HONEY 450G,2026,1428.2347780000005,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals 1,Fitness Cereal 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA CRANBERRIES&PUMPKIN SEEDS 350G,2026,14513.686711999988,whitespace_cleaned:Company|whitespace_cleaned:SKU Description|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals 1,Fitness Cereal 1,شركة نستله العربية السعودية,Nestle,NESTLE FIT.CRANBERY&SEEDS 450G,2026,53.895652,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals 1,Fitness Cereal 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA CHOCOLATE 350G,2026,24229.460458999976,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals 1,Fitness Cereal 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS GRANOLA CHOCOLATE 600G,2026,17370.052116000017,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Oats Cereals 1,Fitness Oats Cereals 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS OATS&HONEY 450G,2026,646.747824,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORN FLAKES 1KG,2026,4080581.334799993,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 375G,2026,411595.2620210007,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 450G,2026,261099.304347,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 500G,2026,804662.9655329997,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 720G,2026,349647.8388910004,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 750G,2026,2794637.551391992,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Frosted Corn Flakes,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS FROSTIES 470G,2026,257542.3628909994,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة باطوق التجارية,Poppins,POPPINS CORN FLICK FLAKES 1K,2026,57344.73769900003,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة باطوق التجارية,Poppins,POPPINS FLAKES 750G,2026,43295.36485900005,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة باطوق التجارية,Poppins,POPPINS FLICK FLAKES 375G,2026,14229.791066999993,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة دار الممون التجارية,Vitabella,VITABELLA CORN FLAKES 300G,2026,64126.62666499988,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة دار الممون التجارية,Vitabella,VITABELLA M.TIGRIN FLAKES 340G,2026,68137.19874699997,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Frosted Corn Flakes,شركة نابكو للتجارة والتوزيع,Delices,DELICES C.FROST CORN FLAK.375G,2026,48915.73157800003,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نابكو للتجارة والتوزيع,Delices,DELICES CORN FLAKES ORGNL.750G,2026,91214.53050000014,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نابكو للتجارة والتوزيع,Delices,DELICES CORN FLAKES ORIG. 375G,2026,105968.67021199976,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نابكو للتجارة والتوزيع,Delices,DELICES CORN FLAKES ORIGNL 1KG,2026,101112.964203,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 1000G,2026,3003831.776394001,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 20G,2026,26158.710493999995,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 375G,2026,580919.3832460019,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 500G,2025,78524.61000000009,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 500G,2025,1294800.4860000024,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 500G,2026,1123958.9177150007,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 700G,2026,1995011.2761940064,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS CEREAL LF 375G,2026,316417.2771770011,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,شركة وفرة للصناعة والتنمية,Caprini,CAPRINI CORNFLAKES 250G,2026,132669.64446500005,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals,Corn Flakes,مؤسسة قطاف الغذاء التجارية,Qetaf,QETAF.CORN FLAKES 375G,2026,966.5217,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORN FLAKES 1KG,2026,1091417.200045,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 375G,2026,49075.64230099991,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 450G,2026,45600.0,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 500G,2026,153839.17508599962,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 720G,2026,50620.8856500001,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS CORNFLAKES 750G,2026,575600.5806589997,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Frosted Corn Flakes 1,شركة السهم لتوزيع الاغذية,Kelloggs,KELLOGGS FROSTIES 470G,2026,46856.65212200005,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة باطوق التجارية,Poppins,POPPINS CORN FLICK FLAKES 1K,2026,8717.956451999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة باطوق التجارية,Poppins,POPPINS FLAKES 750G,2026,10143.808820000006,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة باطوق التجارية,Poppins,POPPINS FLICK FLAKES 375G,2026,2898.260852000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة دار الممون التجارية,Vitabella,VITABELLA CORN FLAKES 300G,2026,13630.338543000033,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة دار الممون التجارية,Vitabella,VITABELLA M.TIGRIN FLAKES 340G,2026,15309.460553999994,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Frosted Corn Flakes 1,شركة نابكو للتجارة والتوزيع,Delices,DELICES C.FROST CORN FLAK.375G,2026,10352.982736000004,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نابكو للتجارة والتوزيع,Delices,DELICES CORN FLAKES ORGNL.750G,2026,21878.999314999997,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نابكو للتجارة والتوزيع,Delices,DELICES CORN FLAKES ORIG. 375G,2026,23028.15585700002,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نابكو للتجارة والتوزيع,Delices,DELICES CORN FLAKES ORIGNL 1KG,2026,34461.04294400006,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 1000G,2026,839923.5481219993,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 20G,2026,2958.912726,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 375G,2026,85132.33498299983,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 500G,2026,93405.33826599982,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نستله العربية السعودية,Country,COUNTRY CORNFLAKES 700G,2026,835841.4681730003,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة نستله العربية السعودية,Nestle,NESTLE FITNESS CEREAL LF 375G,2026,44762.33888199985,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,شركة وفرة للصناعة والتنمية,Caprini,CAPRINI CORNFLAKES 250G,2026,26352.61887899995,whitespace_cleaned:Company|duplicate_key_same_year_review
Breakfast & Spreads,Cereals,Plain Cereals 1,Corn Flakes 1,مؤسسة قطاف الغذاء التجارية,Qetaf,QETAF.CORN FLAKES 375G,2026,84.78260499999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Canned & Jarred Foods,Canned Vegetables,Canned Tomatoes,Mashed Tomato,Al Barakeh Food Industries Llc,222 Albarakeh,222 ALBARAKEH TOMATO PURE 135G,2026,106001.37101400008,whitespace_cleaned:Company|duplicate_key_same_year_review
Canned & Jarred Foods,Canned Vegetables,Canned Tomatoes,Mashed Tomato,شركة باسمح للتوزيع التجاري,Libbys,LIBBY'S TOMATOES CHOPPED 400G,2026,9198.043892000003,whitespace_cleaned:Company|duplicate_key_same_year_review
Canned & Jarred Foods,Canned Vegetables,Canned Tomatoes,Peeled Tomato,شركة باسمح للتوزيع التجاري,Libbys,LIBBY'S TOMATOES CHOPPED 400G,2026,1968.0435140000004,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Mixes,Chicken Mixes,شركة نستله العربية السعودية,Maggi,MAGGI BUTTER CHICKEN MIX 340G,2025,4585.459999999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Mixes,Chicken Mixes,شركة نستله العربية السعودية,Maggi,MAGGI BUTTER CHICKEN MIX 340G,2025,30091.620000000046,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,Al Barakeh Food Industries Llc,222 Albarakeh,222 ALBARAKEH TOMATO PURE 135G,2026,22493.20760899996,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,ALDurra For General Trading Co. Ltd,Durra,DURRA TOMATO PASTE 800G,2025,2731.129999999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,ALDurra For General Trading Co. Ltd,Durra,DURRA TOMATO PASTE 800G,2025,29169.560000000063,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,الشركة الوطنية الزراعية,Watania,WATANIA TOMATO PASTE 135G,2025,14369.09799999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,الشركة الوطنية الزراعية,Watania,WATANIA TOMATO PASTE 135G,2025,72359.54600000007,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,شركة باسمح للتسويق المحدودة,Alalali,ALALALI TOMATO PASTE 130G,2025,34344.15600000006,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,شركة باسمح للتسويق المحدودة,Alalali,ALALALI TOMATO PASTE 130G,2025,305683.7969999999,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Pepper Paste,شركة صرة للصناعة,Sorrah,SORRAH PEPPER PASTE 350G,2025,36450.68000000003,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Pepper Paste,شركة صرة للصناعة,Sorrah,SORRAH PEPPER PASTE 350G,2025,234847.32999999973,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,شركة مصدر الحياة للصناعات الغذائية,Haley,HALEY TOMATO PASTE 135G,2025,1326972.7299999995,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Tomato Paste,شركة مصدر الحياة للصناعات الغذائية,Haley,HALEY TOMATO PASTE 135G,2025,7997074.904000004,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Ginger Garlic Paste,مؤسسات سقالة التجارية,Shan,SHAN GINGER GARLIC PASTE 310G,2026,28524.720117,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Pastes,Ginger Paste,مؤسسات سقالة التجارية,Shan,SHAN GINGER GARLIC PASTE 310G,2026,363.1477980000001,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Sauces,Pasta Sauce,L B 16 B.V,Barilla,BARILLA BASILICO 400G,2025,272.32,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Sauces,Pasta Sauce,L B 16 B.V,Barilla,BARILLA BASILICO 400G,2025,6396.209999999995,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Sauces,Pizza Sauce,شركة نستله العربية السعودية,Maggi,MAGGI PIZZA SAUCE 400G,2025,12057.22000000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Cooking Sauces & Pastes,Cooking Sauces,Pizza Sauce,شركة نستله العربية السعودية,Maggi,MAGGI PIZZA SAUCE 400G,2025,51977.04999999997,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Sauces,Hot & Spicy Sauces,Hot Sauce,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Makati,MAKATI SWEET CHILI SAUCE 280ML,2026,98328.01506500009,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Sauces,Hot & Spicy Sauces,Hot Sauce,شركة مجموعة بافرط للصناعة لانتاج المواد الغذائية,Rana,RANA RED HOT SALSA 250G,2025,13855.080000000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Sauces,Hot & Spicy Sauces,Hot Sauce,شركة مجموعة بافرط للصناعة لانتاج المواد الغذائية,Rana,RANA RED HOT SALSA 250G,2025,95303.02999999998,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Condiments & Sauces,Sauces,Regional Sauces,Soy Sauce,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Makati,MAKATI SWEET CHILI SAUCE 280ML,2026,35914.31219300005,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Condiments,Tomato Ketchup,Regular Tomato Ketchup,شركة باسمح للتسويق المحدودة,Alalali,ALALALI T.KETCHUP 3x340G,2025,19910.42099999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Condiments & Sauces,Condiments,Tomato Ketchup,Regular Tomato Ketchup,شركة باسمح للتسويق المحدودة,Alalali,ALALALI T.KETCHUP 3x340G,2025,251681.5980000003,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Assorted Chocolates,Gift Pack,شركة فيرجلف السعودية للتجارة,Ferrero,FERRERO ROCHER T24 300G,2025,1487159.274999992,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Assorted Chocolates,Gift Pack,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY JEWELS 400G,2025,42945.16100000001,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Assorted Chocolates,Gift Pack,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY JEWELS 400G,2025,26497.420000000013,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Assorted Chocolates,Gift Pack,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY JEWELS 650G,2025,700035.762000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Assorted Chocolates,Gift Pack,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY JEWELS 650G,2025,151319.7550000001,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,مؤسسات سقالة التجارية,Ozmo,OZMO FUN CHOCOLATE MILK 23G,2026,1642.312910999999,company_filled_from_brand|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Caramel Chocolate Bars,شركة بلاديس العربية للصناعات الغذائية,Godiva,GODIVA BAR 35G,2025,51186.78799999999,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة بلاديس العربية للصناعات الغذائية,Godiva,GODIVA BAR 35G,2025,213526.3369999984,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Caramel Chocolate Bars,شركة بلاديس العربية للصناعات الغذائية,Godiva,GODIVA CHOCO 32G,2025,18796.35600000001,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Dark Chocolate Bars,شركة بلاديس العربية للصناعات الغذائية,Godiva,GODIVA CHOCO 32G,2025,35682.54399999983,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Dark Chocolate Bars,شركة فيرجلف السعودية للتجارة,Ferrero,,2026,795.1217139999997,whitespace_cleaned:Company|missing_sku_description|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Fruit & Nut Chocolate Bars,شركة فيرجلف السعودية للتجارة,Ferrero,,2026,299.7999880000001,whitespace_cleaned:Company|missing_sku_description|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Caramel Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Bounty,,2026,36081.50397599991,whitespace_cleaned:Company|missing_sku_description
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY CHOCOLATE 36G,2025,44137.59000000016,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Nut Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY CHOCOLATE 36G,2025,132664.97099999918,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY RIPPLE 30G,2025,949708.2379999978,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY RIPPLE 30G,2025,73389.18999999992,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Fruit & Nut Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY STRAWBERRY 36G,2025,371627.53699999815,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Fruit & Nut Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Galaxy,GALAXY STRAWBERRY 36G,2025,33258.308999999994,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS CHOCOLATE 30G,2025,406824.20999999926,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS CHOCOLATE 30G,2025,69069.9399999999,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Dark Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS CHOCOLATE 42G,2025,15186.509999999997,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS CHOCOLATE 42G,2025,36198.25999999996,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
